owner_id,title,location,price/guests,total_price/USD,cleaning_fee,service_fee,only_price,reviews,superhost,guests,bedrooms,beds,bathrooms,thismonth_bookings,nextmonth_bookings,date,datetime,accuracy,communication,cleanliness,locationq,checkin,value,url
119223,beautiful room with ocean view,Puerto López,245.0,490,0,42,369,75,0,2,2,1,1,,,2019-06-23,2019-06-23 13:27:13,5.0,5.0,4.5,4.5,5.0,,https://www.airbnb.com/rooms/119223?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314416_B1Br%2Bl6dfyBKbFFK
832105,Casa del Tio Shanta / Private Room & Breakfast,Cuenca,0.0,0,0,0,316,79,1,2,2,1,1,,,2019-06-23,2019-06-23 13:27:59,5.0,5.0,5.0,4.5,5.0,,https://www.airbnb.com/rooms/832105?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314434_4fVxuwxUT4%2FO7YCM
15345521,Condo with a view in Punta Blanca Beach,Punta Blanca,214.67,1288,0,111,970,33,1,6,6,2,2,,,2019-06-23,2019-06-23 13:28:04,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/15345521?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314480_AmjiWe%2FxQfATiKBI
3517852,Luxury 2BR/1BATH Apartment-Fully Equiped-Phoenix3B,Salinas,190.67,1144,0,98,862,83,1,6,6,2,1,,,2019-06-23,2019-06-23 13:28:08,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/3517852?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314485_Ylq%2B9PZMnVVUdrBH
14867250,LUXURY Modern Suite-GREAT location & view of Quito,Quito,406.33,1219,0,105,918,106,1,3,3,1,1,,,2019-06-23,2019-06-23 13:28:12,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/14867250?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314489_h%2BaDCGox%2FulkWJgq
12310614,Bamboo Ventura Eco-apartment Playas,General Villamil,159.33,956,0,82,720,34,0,6,6,4,2,,,2019-06-23,2019-06-23 13:28:27,4.5,5.0,5.0,4.5,4.5,,https://www.airbnb.com/rooms/12310614?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314494_GGT4qpw0TFoWthGR
6896659,"Cabin ""La Mandarina"" with a stunning view",Ibarra,307.5,615,0,53,463,33,1,2,2,1,1,,,2019-06-23,2019-06-23 13:28:31,4.5,5.0,4.5,5.0,5.0,,https://www.airbnb.com/rooms/6896659?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314508_YKtk9%2FzshPvniO8n
16221,"cabaña ""ARRAYAN"" - Otavalo-Ecuador",Otavalo,120.25,481,0,41,363,53,1,4,4,4,2,,,2019-06-23,2019-06-23 13:28:36,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/16221?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314512_A7LSClGhG8TtiVBH
7132086,Ayamtai Jea Guest House & Healing Center,Baños de Agua Santa,30.38,486,0,42,366,98,0,16,16,16,1,,,2019-06-23,2019-06-23 13:28:49,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/7132086?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314517_2UGn%2BG6%2BnVEsnSle
7051892,"Farm house outside Ibarra, Ecuador",Ibarra,391.0,1564,0,134,1179,32,1,4,4,3,1,,,2019-06-23,2019-06-23 13:28:54,5.0,5.0,4.5,4.5,5.0,,https://www.airbnb.com/rooms/7051892?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314530_7%2BpP8C1NbdWEt5TG
27437371,Hermoso Departamento al pie del Mar,Salinas,361.0,2527,0,217,1904,33,0,7,7,5,2,,,2019-06-23,2019-06-23 13:29:08,5.0,5.0,5.0,4.5,5.0,,https://www.airbnb.com/rooms/27437371?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314535_vq%2BIqnlC2iWiKxD%2F
16136742,EXCLUSIVE DOWNTOWN APARTMENT IN GYE - 20 Mbps Wifi,Guayaquil,429.6,2148,0,185,1618,112,1,5,5,2,1,,,2019-06-23,2019-06-23 13:29:11,5.0,5.0,4.5,5.0,4.5,,https://www.airbnb.com/rooms/16136742?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314549_X%2F3HAdbmxDRPqgtr
24870753,Acogedor departamento al pie del mar,Salinas,348.11,3133,0,269,2361,29,0,9,9,5,2,,,2019-06-23,2019-06-23 13:29:25,5.0,5.0,5.0,4.5,5.0,,https://www.airbnb.com/rooms/24870753?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314552_VVBOoEZFEqYWhq53
6085839,Rooms in beautiful wooden cabin,Mindo,1012.0,2024,0,174,1525,63,1,2,2,2,1,,,2019-06-23,2019-06-23 13:29:30,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/6085839?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314566_e8%2Fb72B1p%2Feooi6Y
6464997,Casa 1881 (central Riobamba),Riobamba,188.92,2267,0,195,1708,77,0,12,12,7,8,,,2019-06-23,2019-06-23 13:29:44,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/6464997?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314571_S4RVZj7BN%2F1AQzJw
21057896,"APARTMENT OCEAN CLUB, En General Villamil Playas",Playas,1072.0,4288,0,368,3231,27,0,4,4,1,1,,,2019-06-23,2019-06-23 13:29:59,5.0,5.0,4.5,5.0,4.5,,https://www.airbnb.com/rooms/21057896?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314585_ByaSTeugoHsG%2BR%2F%2B
6085335,Amazing Wooden Cottage in Mindo,Mindo,961.5,5769,0,496,4347,54,1,6,6,6,2,,,2019-06-23,2019-06-23 13:30:03,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/6085335?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314600_f2aKgE6RqTxOP1Tk
25225740,JOSCRI Relaxing place to stay in Pinllo.-Ambato,Ambato,63.5,254,0,22,191,Hosted by Maria,0,4,4,2,1,,,2019-06-23,2019-06-23 13:30:17,,,,,,,https://www.airbnb.com/rooms/25225740?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314604_My0T3nZsUnjOAHhv
16905451,Sweet home in the Amazon region,Puyo,106.5,426,0,37,321,73,1,4,4,2,2,,,2019-06-23,2019-06-23 13:30:33,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/16905451?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314628_DFeqbAkRdJzlcmMt
23070305,Estudio a 4 cuadras de playa Chipipe-Ecuador,"Salinas, Santa Elena, Ecuador",72.5,290,0,25,218,14,0,4,4,2,1,,,2019-06-23,2019-06-23 13:30:47,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/23070305?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314634_oHH2YULsSHqJXkAF
29512931,Suite Urbanización Punta Centinela,Punta Blanca,0.0,0,0,0,727,13,0,4,4,1,1,,,2019-06-23,2019-06-23 13:31:44,5.0,5.0,5.0,5.0,5.0,,https://www.airbnb.com/rooms/29512931?location=Ecuador&check_in=2019-06-23&check_out=2019-07-30&source_impression_id=p3_1561314648_A6a2mcv24hNbNfBZ
